"code","inclusion_notes","exclusion_notes"
"Q254","Absence de l’aorte
Anévrisme  congénital(e) de l’aorte
Dilatation  congénital(e) de l’aorte
Anévrisme du sinus de Valsalva (rompu)
Aplasie de l’aorte
Double arc aortique [anneau vasculaire de l'aorte]
Hypoplasie de l'aorte
Persistance de :
 - arc aortique droit
 - convolution de l'arc aortique","hypoplasie aortique associée à une hypoplasie du cœur gauche [Q23.4]"
"Q256","Sténose pulmonaire supravalvulaire",""
"Q257","Agénésie  de l'artère pulmonaire
Anévrisme congénital  de l'artère pulmonaire
Anomalie  de l'artère pulmonaire
Hypoplasie  de l'artère pulmonaire
Anévrisme pulmonaire artérioveineux
Artère pulmonaire aberrante",""
"Q260","Sténose congénitale de la veine cave (inférieure) (supérieure)",""
"Q268","Absence de veine cave (inférieure) (supérieure)
Continuation de la veine cave inférieure dans la veine azygos
Persistance de la veine cardinale postérieure gauche
Syndrome du cimeterre",""
"Q269","Anomalie de la veine cave (inférieure) (supérieure) SAI",""
"Q27","","anévrisme congénital de la rétine [Q14.1]
anomalies de :
 - artère pulmonaire [Q25.5-Q25.7] 
 - vaisseaux cérébraux et précérébraux [Q28.0-Q28.3] 
 - vaisseaux coronaires [Q24.5] 
hémangiome et lymphangiome [D18.-]"
"Q270","Artère ombilicale unique",""
"Q272","Artères rénales multiples
Malformation congénitale de l'artère rénale SAI",""
"Q273","Anévrisme artérioveineux","anévrisme artérioveineux acquis [I77.0]"
"Q278","Absence  d'une artère ou d'une veine NCA
Atrésie  d'une artère ou d'une veine NCA
Anévrisme (périphérique)  congénital(e)
Rétrécissement artériel  congénital(e)
Varice  congénital(e)
Artère sousclavière aberrante",""
"Q279","Anomalie artérielle ou veineuse SAI","anévrisme congénital de la rétine [Q14.1]
anomalies de :
 - artère pulmonaire [Q25.5-Q25.7] 
 - vaisseaux cérébraux et précérébraux [Q28.0-Q28.3] 
 - vaisseaux coronaires [Q24.5] 
hémangiome et lymphangiome [D18.-]"
"Q28","","anévrisme congénital :
 - SAI [Q27.8] 
 - coronaire [Q24.5] 
 - périphérique [Q27.8] 
 - pulmonaire [Q25.7] 
 - rétinien [Q14.1] 
- rupture de malformation (de) :
 - cérébrale (artérioveineuse) [I60.8] 
 - vaisseaux précérébraux [I72.-]"
"Q280","Anévrisme artérioveineux précérébral congénital (non rompu)",""
"Q281","Anévrisme précérébral congénital (non rompu)
Malformation congénitale des vaisseaux précérébraux SAI",""
"Q282","Anévrisme artérioveineux cérébral congénital (non rompu)
Malformation artérioveineuse du cerveau SAI",""
"Q283","Anévrisme cérébral congénital (non rompu)
Malformation congénitale des vaisseaux cérébraux SAI",""
"Q288","Anévrisme congénital, localisation précisée NCA",""
"Q289","","anévrisme congénital :
 - SAI [Q27.8] 
 - coronaire [Q24.5] 
 - périphérique [Q27.8] 
 - pulmonaire [Q25.7] 
 - rétinien [Q14.1] 
- rupture de malformation (de) :
 - cérébrale (artérioveineuse) [I60.8] 
 - vaisseaux précérébraux [I72.-]"
"Q30","","déviation congénitale de la cloison nasale [Q67.4]"
"Q300","Atrésie  d'un orifice nasal (antérieur) (postérieur)
Sténose congénitale  d'un orifice nasal (antérieur) (postérieur)",""
"Q301","Absence congénitale du nez",""
"Q308","Anomalie congénitale de la paroi des sinus de la face
Nez surnuméraire",""
"Q309","","déviation congénitale de la cloison nasale [Q67.4]"
"Q31","","stridor laryngé congénital SAI [P28.8]"
"Q310","Ptérygion du larynx :
 - SAI
 - glottique
 - sousglottique",""
"Q318","Absence  de cartilage cricoïde, de l'épiglotte, de la glotte, du larynx ou du cartilage thyroïde
Agénésie  de cartilage cricoïde, de l'épiglotte, de la glotte, du larynx ou du cartilage thyroïde
Atrésie  de cartilage cricoïde, de l'épiglotte, de la glotte, du larynx ou du cartilage thyroïde
Fissure (de) :
 - cartilage thyroïde
 - épiglotte
 - postérieure du cartilage cricoïde
Sténose congénitale du larynx NCA",""
"Q319","","stridor laryngé congénital SAI [P28.8]"
"Q32","","bronchectasie congénitale [Q33.4]"
"Q321","Anomalie du cartilage trachéal
Atrésie de la trachée
Dilatation  congénitale de la trachée
Malformation  congénitale de la trachée
Sténose  congénitale de la trachée
Trachéocèle congénitale",""
"Q324","Absence  des bronches
Agénésie  des bronches
Atrésie  des bronches
Malformation congénitale SAI  des bronches
Diverticule bronchique",""
"Q330","Maladie :
 - kystique congénitale du poumon 
 - polykystique congénitale du poumon 
Poumon en nid d'abeille, congénital","affection kystique pulmonaire, acquise ou sans précision [J98.4]"
"Q333","Absence de poumon (lobe)",""
"Q336","","hypoplasie pulmonaire associée à une brièveté de la gestation [P28.0]"
"Q348","Atrésie du rhinopharynx",""
"Q349","Absence  congénitale d'organes respiratoires
Anomalie SAI  congénitale d'organes respiratoires",""
"Q35","fissure du palais
palatoschisis","fente labiopalatine [Q37.-]"
"Q35-Q37","","syndrome de Pierre Robin [Q87.0]"
"Q359","Fente du palais SAI","fente labiopalatine [Q37.-]"
"Q36","bec-de-lièvre
cheiloschisis
fissure labiale congénitale","fente labiopalatine [Q37.-]"
"Q369","Fente labiale SAI","fente labiopalatine [Q37.-]"
"Q371","Fente de la voute du palais avec fente labiale SAI",""
"Q373","Fente du voile du palais avec fente labiale SAI",""
"Q375","Fente de la voute et du voile du palais avec fente labiale SAI",""
"Q379","Fente labiopalatine SAI",""
"Q38","","macrostomie [Q18.4]
microstomie [Q18.5]"
"Q380","Fistule congénitale de la lèvre
Malformation congénitale de la lèvre SAI
Syndrome de Van der Woude","fente :
 - labiale [Q36.-] 
 - labiopalatine [Q37.-] 
macrocheilie [Q18.6] 
microcheilie [Q18.7]"
"Q381","Brièveté anormale du frein de la langue",""
"Q383","Adhérence  congénitale de la langue
Fissure  congénitale de la langue
Malformation SAI  congénitale de la langue
Aglossie
Hypoglossie
Hypoplasie de la langue
Langue bifide
Microglossie",""
"Q384","Absence  de glandes ou de canaux salivaires
Atrésie  de glandes ou de canaux salivaires
Fistule congénitale des glandes salivaires
Glandes ou canaux salivaires surnuméraires",""
"Q385","Absence de luette
Malformation congénitale du palais SAI
Palais ogival","fente :
 - labiopalatine [Q37.-] 
 - palatine [Q35.-]"
"Q386","Malformation congénitale de la bouche SAI",""
"Q387","Diverticule du pharynx","syndrome de la poche branchiale [D82.1]"
"Q388","Malformation congénitale du pharynx SAI",""
"Q390","Atrésie de l'œsophage SAI",""
"Q391","Atrésie de l'œsophage avec fistule bronchoœsophagienne",""
"Q392","Fistule trachéoœsophagienne congénitale SAI",""
"Q394","","ptérygion (acquis) de l'œsophage [K22.2]"
"Q396","Poche œsophagienne",""
"Q398","Absence  de l'œsophage
Dédoublement  de l'œsophage
Déplacement congénital  de l'œsophage",""
"Q400","Constriction  congénital(e) ou infantile du pylore
Hypertrophie  congénital(e) ou infantile du pylore
Rétrécissement  congénital(e) ou infantile du pylore
Spasme  congénital(e) ou infantile du pylore
Sténose  congénital(e) ou infantile du pylore",""
"Q401","Glissement du cardia à travers l’hiatus œsophagien","hernie diaphragmatique congénitale [Q79.0]"
"Q402","Dédoublement  de l'estomac
Déplacement congénital  de l'estomac
Diverticule congénital  de l'estomac
Estomac en sablier, congénital
Mégalogastrie
Microgastrie",""
"Q409","Anomalie congénitale SAI des voies digestives supérieures",""
"Q41","obstruction, occlusion et rétrécissement congénitaux de l'intestin grêle ou de l'intestin SAI","iléus méconial [E84.1]"
"Q411","Imperforation du jéjunum
Syndrome de la pelure de pomme",""
"Q419","Absence, atrésie et sténose congénitales de l'intestin SAI","iléus méconial [E84.1]"
"Q42","occlusion, obstruction et rétrécissement congénitaux du gros intestin",""
"Q421","Imperforation du rectum",""
"Q423","Imperforation anale",""
"Q430","Persistance du canal :
 - omphalomésentérique
 - vitellin",""
"Q431","Aganglionose
Mégacôlon congénital (sans ganglion)",""
"Q432","Dilatation congénitale du côlon",""
"Q433","Adhérences [brides] congénitales :
 - épiploïques anormales
 - péritonéales
Malrotation du côlon
Membrane de Jackson
Mésentère universel
- Rotation :
 - absente du cæcum et du côlon 
 - incomplète du cæcum et du côlon 
 - insuffisante du cæcum et du côlon",""
"Q436","","avec absence, atrésie et sténose [Q42.0]  [Q42.2]
fistule congénitale :
 - recto-urétrale [Q64.7] 
 - rectovaginale [Q52.2] 
fistule ou sinus pilonidal [L05.-]"
"Q437","Cloaque SAI",""
"Q438","Diverticule congénital de l'intestin
Diverticulite congénitale du côlon
Dolichocôlon
Mégaappendice
Mégaduodénum
Microcôlon
Syndrome de l'anse borgne, congénital
Transposition de :
 - appendice
 - côlon
 - intestin",""
"Q440","Absence congénitale de la vésicule biliaire",""
"Q441","Malformation congénitale de la vésicule biliaire SAI
Vésicule biliaire intrahépatique",""
"Q445","Canal hépatique surnuméraire
Duplication du canal :
 - biliaire
 - cystique
Malformation congénitale des voies biliaires SAI",""
"Q446","Maladie fibrokystique du foie",""
"Q447","Absence de foie  congénital(e)
Hépatomégalie  congénital(e)
Malformation du foie SAI  congénital(e)
Foie surnuméraire
Syndrome d'Alagille",""
"Q45","","hernie :
 - diaphragmatique congénitale [Q79.0] 
 - hiatale congénitale [Q40.1]"
"Q450","Absence congénitale du pancréas",""
"Q453","Malformation congénitale du pancréas et du canal pancréatique SAI
Pancréas surnuméraire","diabète sucré :
 - congénital [E10.-] 
 - du nouveau-né [P70.2] 
maladie fibrokystique du pancréas [E84.-]"
"Q458","Absence (complète) (partielle) des voies digestives SAI
Duplication  des organes digestifs SAI
Malposition congénitale  des organes digestifs SAI",""
"Q459","Anomalie congénitale SAI de l'appareil digestif","hernie :
 - diaphragmatique congénitale [Q79.0] 
 - hiatale congénitale [Q40.1]"
"Q50-Q56","","syndrome de résistance aux androgènes [E34.5]
syndromes associés à des anomalies du nombre et de la forme des chromosomes [Q90-Q99]
testicule féminisant [E34.5]"
"Q500","","syndrome de Turner [Q96.-]"
"Q503","Aplasie ovarienne
Malformation congénitale de l'ovaire SAI
Ovaire surnuméraire",""
"Q504","Kyste de la frange ovarienne",""
"Q505","Kyste (de) (du) :
 - canal de Gartner
 - époophoron
 - paraovarien",""
"Q506","Absence  de la trompe de Fallope ou du ligament large
Atrésie  de la trompe de Fallope ou du ligament large
Présence en surnombre  de la trompe de Fallope ou du ligament large
Malformation congénitale de la trompe de Fallope ou du ligament large SAI",""
"Q510","Absence congénitale de l'utérus",""
"Q512","Utérus double SAI",""
"Q515","Absence congénitale du col de l'utérus",""
"Q518","Hypoplasie de l'utérus et du col de l'utérus",""
"Q521","Vagin cloisonné","dédoublement du vagin avec utérus double et duplication du col [Q51.1]"
"Q522","","cloaque [Q43.7]"
"Q524","Kyste (du) :
 - canal de Nück, congénital
 - embryonnaire vaginal
Malformation congénitale du vagin SAI",""
"Q527","Absence  congénital(e) de la vulve
Kyste  congénital(e) de la vulve
Malformation SAI  congénital(e) de la vulve",""
"Q530","Ectopie testiculaire unilatérale ou bilatérale",""
"Q539","Cryptorchidie SAI",""
"Q54","","épispadias [Q64.0]"
"Q540","Hypospadias :
 - coronal
 - glandulaire",""
"Q549","","épispadias [Q64.0]"
"Q55","","hydrocèle congénitale [P83.5]
hypospadias [Q54.-]"
"Q550","Monorchidie",""
"Q551","Fusion des testicules",""
"Q552","Malformation congénitale du (des) testicule(s) et du scrotum SAI
Migration du testicule
Polyorchidie
Testicule rétractile",""
"Q554","Absence ou aplasie de :
 - cordon spermatique
 - prostate
Malformation congénitale du canal déférent, de l'épididyme, des vésicules séminales et de la prostate SAI",""
"Q556","Courbure de la verge (latérale)
Hypoplasie de la verge
Malformation congénitale de la verge SAI",""
"Q559","Anomalie congénitale SAI des organes génitaux de l'homme","hydrocèle congénitale [P83.5]
hypospadias [Q54.-]"
"Q56","","pseudohermaphrodisme :
 - avec anomalie chromosomique précisée [Q96-Q99] 
 - féminin, avec hyperadrénocorticisme [E25.-] 
 - masculin, avec résistance aux androgènes [E34.5]"
"Q560","Ovotestis",""
"Q561","Pseudohermaphrodisme masculin SAI",""
"Q562","Pseudohermaphrodisme féminin SAI",""
"Q564","Ambiguïté des organes génitaux",""
"Q60","absence congénitale de rein(s)
atrophie rénale :
 - congénitale
 - infantile",""
"Q61","","kyste du rein (acquis) [N28.1]
syndrome de Potter [Q60.6]"
"Q610","Kyste du rein congénital (unique)",""
"Q611","Rein polykystique, type infantile",""
"Q612","Rein polykystique, type adulte",""
"Q614","Dysplasie rénale  multikystique
Maladie :
 - (du développement) du rein multikystique 
 - rénale multikystique 
 Rein dysplasique  multikystique","rein polykystique [Q61.1–Q61.3]"
"Q615","Rein en éponge SAI",""
"Q618","Dégénérescence ou maladie fibrokystique du rein
Rein fibrokystique",""
"Q619","Syndrome de Meckel–Gruber","kyste du rein (acquis) [N28.1]
syndrome de Potter [Q60.6]"
"Q621","Imperméabilité de l'uretère
Occlusion congénitale de :
 - jonction pyélo-urétérale
 - orifice vésico-urétéral
 - uretère",""
"Q622","Dilatation congénitale de l'uretère",""
"Q623","Urétérocèle congénitale",""
"Q624","Absence d'uretère",""
"Q625","Uretère :
 - double
 - surnuméraire",""
"Q626","Déplacement  de l'uretère ou de l'orifice urétéral
Déviation  de l'uretère ou de l'orifice urétéral
Ectopie  de l'uretère ou de l'orifice urétéral
Implantation anormale  de l'uretère ou de l'orifice urétéral",""
"Q628","Anomalie de l'uretère SAI",""
"Q63","","syndrome néphrotique congénital [N04.-]"
"Q632","Déplacement congénital du rein
Malrotation du rein",""
"Q638","Lithiase rénale congénitale",""
"Q639","","syndrome néphrotique congénital [N04.-]"
"Q640","","hypospadias [Q54.-]"
"Q641","Ectopie vésicale
Extroversion de la vessie",""
"Q643","Imperméabilité de l'urètre
Occlusion du col de la vessie  congénital(e)
Rétrécissement de :
 - méat urinaire congénital(e) 
 - orifice vésico-urétral congénital(e) 
 - urètre congénital(e)",""
"Q644","Kyste  de l'ouraque
Persistance  de l'ouraque
Prolapsus  de l'ouraque",""
"Q647","Fistule recto-urétrale congénitale
Hernie congénitale de la vessie
Malformation congénitale de la vessie ou de l'urètre SAI
Méat urinaire double
Prolapsus congénital de :
 - méat urinaire
 - urètre
 - vessie (muqueuse)
Urètre double
 Urètre  surnuméraire 
 Vessie  surnuméraire",""
"Q649","Anomalie congénitale SAI de l'appareil urinaire",""
"Q65","","hanche à ressort [R29.4]"
"Q656","Hanche :
 - luxable
 - subluxable",""
"Q658","Antéversion du col du fémur
Coxa :
 - valga congénitale 
 - vara congénitale 
Dysplasie acétabulaire congénitale",""
"Q659","","hanche à ressort [R29.4]"
"Q66","","déformations en :
 - valgus, acquises [M21.0] 
 - varus, acquises [M21.1] 
malformations du pied avec raccourcissement [Q72.-]"
"Q663","Hallux varus congénital",""
"Q665","Pied plat spastique (valgus)",""
"Q666","Metatarsus valgus",""
"Q668","Astragale vertical
Coalescence tarsale
Orteil en marteau, congénital
Pied bot :
 - SAI
 - asymétrique",""
"Q669","","déformations en :
 - valgus, acquises [M21.0] 
 - varus, acquises [M21.1] 
malformations du pied avec raccourcissement [Q72.-]"
"Q67","","syndrome(s) (de) :
 - congénitaux malformatifs classés en Q87.-
 - Potter [Q60.6]"
"Q674","Atrophie ou hypertrophie hémifaciale
Dépressions des os du crâne
Déviation congénitale de la cloison nasale
Écrasement ou déviation congénital(e) du nez","anomalies dentofaciales [y compris les malocclusions] [K07.-]
nez en selle dû à la syphilis [A50.5]"
"Q675","Scoliose congénitale :
 - SAI
 - posturale","scoliose :
 - due à une malformation osseuse congénitale [Q76.3] 
 - idiopathique infantile [M41.0]"
"Q676","Pectus excavatum",""
"Q677","Pectus carinatum
Thorax en bréchet, congénital",""
"Q678","Anomalie morphologique congénitale de la paroi thoracique SAI",""
